CHLA,ALK,TDP,TDN,K,MG,SRSI,MN,CL,FE,SO4,DOC,NO3,PARTN,NA,COND,NH3,DIC,PARTP,PH,CA,NO2,PARTC,SECCHI_DEPTHS,MEAN_DAILY_DISCHARGE
28.115,193,6.5,312,0.175,0.475,0.2065,0,0.19,0.03,1.14,617.5,0,362,0.875,15,9.65,58.5,25,7.22,1.445,0,1853,1.5,0
58.96,114,6,382,0.13,0.48,0.571,0,0.14,0.07,0.89,780,9,387,0.86,14,9.65,17,29,7.50,1.5,1,1884.5,0.75,0
21.58,86,7,408.5,0.125,0.47,1.307,0.02245,0.125,0.11,0.845,903,6.5,395.5,0.805,15,9.65,57.5,13,6.35,1.545,1,1988.4,0.75,0
11.53,71,7,377,0.1,0.45,1.314,0,0.13,0.07,0.74,992,0,223,0.78,14,9.65,75,16,6.33,1.42,1,1474.5,1.5,0
17.71,162,7.5,360,0.105,0.46,1.093,0,0.13,0.06,0.685,988,1,241.5,0.845,14,9.65,28.5,21.5,6.84,1.495,3,2152,1.25,0
35.08,86,9,348,0.12,0.44,0.898,0,0.23,0.08,0.41,861,0,436,0.84,14,9.65,57,27,6.69,1.46,1,2538,1,0
36.15,97,8,333,0.08,0.48,0.886,0,0.16,0.06,0.78,779,3,357,0.89,14,9.65,96,24,6.37,1.58,1,2390,0.75,0
9.18,76,9,361,0.1,0.49,0.97,0.0176,0.17,0.06,0.67,793,0,406,0.91,15,9.65,108,33,6.14,1.43,0,2845,0.75,0
18.58,61.4,7,543,0.22,0.55,1.08,0.0304,0.25,0.07,0.9,734,92,338,1,16,9.65,234,28,6.15,1.84,2,2523,0.75,0
7.13,107.4,7.847,614,0,0.47,1.169,0.009,0.21,0.23,0.97,738,109,292.5,0.78,15.75,157,74,12,6.45,1.77,1,2466,1.5,0
11.93,97.5,6.7,322,0,0.455,0.882,0.0009,0.215,0.115,1.02,661,15,189.75,0.84,15.75,0,172,16.5,6.56,1.505,1,1446.5,1.25,0
16.57,93.4,8.15,340,0,0.44,0.362,0.003,0.22,0.04,0.99,650,0,289.7,0.89,15.75,3,100,21,6.60,1.43,0,1630.9,1.25,0
34.19,125.8,6.507,414,0,0.47,0.265,0.006,0.16,0.06,0.87,663,16,715.8,0.89,15.75,2,23,21,9.15,1.49,0,3384.87,1.25,0
36.605,112.1,8.882,487,0,0.49,0.646,0.011,0.165,0.135,0.78,794,53,665.3,0.855,15.75,5,59,19.5,7.13,1.59,2,3063.5,0.75,0
15.05,87.4,9.451,448,0,0.46,0.465,0.0016,0.17,0.04,0.67,689,0,216.7,0.89,15.75,5,48,15,7.14,1.5,1,1552.6,1.5,0
26.18,93.4,9.4305,407.5,0,0.46,0.389,0.0018,0.175,0.05,0.66,699,3,390.5,0.915,15.75,5,46,20.5,7.60,1.49,1,2753.1,1,0
42.27,101.4,9.248,387,0,0.45,0.391,0,0.18,0.07,0.7,698,1,492.4,0.94,15.75,1,74,29,6.78,1.51,0,3746,1.25,0
38.05,94,9.991,388,0,0.45,0.461,0,0.17,0.08,0.76,693,1,442.1,0.86,15.75,5,117,34,6.40,1.4,0,3509.7,0.75,0
4.22,76,5.94,707,0.23,0.41,0.726,0,0.29,0.06,0.85,697,3,121.2,0.89,15.75,9.65,79,13,6.68,1.41,0,974,1.25,0
6.81,76.6,10.15,356,0.18,0.45,0.622,0,0.22,0.04,0.88,766,0,169.1,0.87,15.75,5,60,23,6.46,1.48,1,1215.5,1.25,0
60.855,104,6.7185,474.5,0.165,0.455,0.5065,0,0.205,0.07,0.735,785,21.5,703.35,0.92,15.75,14.5,14,27.5,8.57,1.535,1,3551.4,1.25,0
10.99,132,8.291,440,0.16,0.44,0.545,0,0.22,0.05,0.68,721,79,260.3,0.86,15.75,0,78,91,6.52,1.56,2,1311.3,1.25,0
21.895,137,6.3065,404.5,0.155,0.45,0.3775,0,0.185,0.035,0.62,690,0,321.75,0.91,15.75,18.5,27,16.5,8.83,1.445,0,2567.5,0.75,0
40.18,98,7.711,379,0.12,0.44,0.374,0,0.16,0.04,0.59,640,1,482.4,0.91,15.75,36,31,25,8.80,1.47,2,3936.3,1.25,0
29.885,94.5,8.6015,350,0.12,0.435,0.388,0,0.17,0.04,0.6,645.5,6,280.6,0.89,15.75,0,52,28.5,7.51,1.47,5,2561.45,1.25,0
58.61,90,11,370,0.11,0.42,0.387,0,0.2,0.05,0.65,634,6,539.4,0.94,15.75,21,36,38,8.63,1.41,0,4848,0.5,0
58.82,84,6.646,373,0.17,0.47,0.997,0.0261,0.18,0.08,0.76,782,0,521,0.86,15.75,52,155,38,6.15,1.52,2,3882,0.5,0
20.82,106,8.7,607,0.22,0.51,1.351,0.0528,0.19,0.22,0.81,806,63,261.7,0.89,15.75,170,250,29,6.10,1.78,5,1794.3,1.25,0
22.31,153,8.9,1046,0.26,0.53,1.481,0.0743,0.22,0.49,0.84,785,47,313.7,0.89,15.75,631,406,32,6.09,1.94,12,2601.2,1.25,0
6.04,87.8,6.9,386.971,0.22,0.52,1.542,0,0.23,0.12,0.92,719,69.3,194,0.76,15.75,16.32,106,21,6.67,1.63,2.6,1642,1.75,0
4.1,80.6,7.7,323.272,0.16,0.4,1.043,0,0.23,0.05,1.02,679,0.1,120,0.81,15.75,16.19,93,17,6.67,1.37,1.4,892,2,0
15.2,79.2,9.6,386.441,0.17,0.4,0.512,0,0.22,0.02,1.12,702,1.8,238,0.78,15.75,27.31,63,19,7.12,1.4,1.3,1471,1.25,0
47.68,112.4,8.9,491,0.14,0.42,0.469,0,0.21,0.06,0.9,725,18.8,557,0.83,15.75,11.3,28,27,7.90,1.44,1.6,2750,0.75,0
10.13,68.4,7.3,407.2,0.23,0.4,0.974,0.0212,0.18,0.09,0.71,1106,113.4,222,0.68,15.75,26.5,65,15,5.91,1.38,1.6,1414,1,0
6.81,60,9.3,380.3,0.25,0.4,0.653,0.0171,0.19,0.07,0.57,1053,3.8,174,0.73,14.5,11.5,98,19,5.95,1.43,1,1143,1.75,0
12.44,69.4,9.1,379.8,0.21,0.39,0.228,0,0.16,0.06,0.54,952,29.5,166,0.68,15.75,16.3,68,21,6.19,1.42,1.7,1755,1.25,0
25.13,69.2,8.6,340.6,0.22,0.38,0.227,0,0.16,0.06,0.61,909,0.9,238,0.67,15.75,12.4,50,30,6.48,1.39,1.2,2352,1,0
16.68,61,8.2,390.6,0.2,0.39,0.569,0,0.17,0.07,0.62,970,0.6,321,0.67,15.75,19.9,67,43,6.04,1.24,1.6,2991,1.25,0
50.84,66.8,7.8,377,0.2,0.4,1.185,0.0324,0.17,0.16,0.64,1101,0,393,0.66,15.75,8,142,43,5.62,1.31,1.3,2977,0.75,0
11.65,126.2,2.4,899,0.27,0.43,1.936,0.0799,0.21,0.41,0.76,982,63,419,0.69,15.75,510,344,39,5.80,1.61,1.3,3456,0.75,0
5.46,73,9.9,308,0.22,0.39,1.502,0,0.17,0.14,0.17,785,0.2,179,0.67,15.75,6,62,20,6.52,1.36,0.9,1558,1.75,0
27.68,70,7.3,482,0.14,0.4,1.394,0,0.14,0.09,0.14,916,37,285,0.73,15.75,7,24,23,6.46,1.4,1.5,1453,1,0
9.27,66,8,369,0.14,0.39,0.733,0,0.13,0.04,0.13,745,0.1,189,0.74,15.75,5,45,21,6.38,1.33,0.7,1632,2,0
9.65,83,6.7,358,0.13,0.38,0.383,0,0.13,0.02,0.13,683,11,125,0.74,15.75,5,59,15,6.45,1.28,0.9,827,1,0
4.09,71,6.2,324,0.14,0.39,0.348,0,0.14,0.02,0.14,657,0,166,0.74,15.75,6,157,26,5.80,1.13,0.6,1242,2.25,0
10.28,210,15.3,2256,0.36,0.54,0.01,0.1,0.22,2.33,0.22,843,3,252,0.79,15.75,9.65,691,38,5.75,2.09,1,252,1.25,0
